		
356217.17	7513862.38	3048.03
355614.13	7513966.50	2996.16
355715.34	7513965.75	3004.05
355816.52	7513965.00	3012.21
355917.62	7513964.38	3024.47
356018.59	7513963.75	3035.72
356119.42	7513963.13	3046.63
355412.98	7514068.38	3000.04
355514.34	7514067.63	2999.13
355615.70	7514067.00	3003.83
355717.08	7514066.25	3010.49
355818.43	7514065.50	3015.7
355919.73	7514064.75	3026.8
356121.95	7514063.38	3054.48
356222.80	7514062.63	3063.78
355312.66	7514169.63	3026.35
355414.09	7514169.00	3017.5
355515.55	7514168.38	3011.58
355617.05	7514167.63	3011.7
355718.58	7514166.88	3018.09
355820.09	7514166.13	3025.02
355921.57	7514165.25	3034.93
356022.97	7514164.38	3048.93
356124.24	7514163.63	3061.98
356225.33	7514162.88	3069.13
355313.50	7514270.38	3042.74
355415.00	7514269.75	3032.21
355516.56	7514269.25	3026.27
355618.18	7514268.50	3027.55
355719.83	7514267.63	3032.61
355821.48	7514266.88	3037.79
355923.12	7514266.00	3045.41
356024.70	7514265.00	3056.96
356126.20	7514264.13	3067.09
356227.55	7514263.25	3071.68
355212.67	7514371.75	3063.86
355314.16	7514371.25	3057.37
355415.73	7514370.75	3047.45
355517.38	7514370.13	3042.72
355619.08	7514369.38	3043.13
355720.82	7514368.50	3045.99
355822.59	7514367.63	3050.05
355924.34	7514366.75	3055.56
356026.09	7514365.75	3062.93
356127.79	7514364.75	3068.98
356229.39	7514363.63	3071.78
356330.82	7514362.50	3073.23
355010.37	7514473.13	3072.83
355111.69	7514472.88	3070.49
355213.11	7514472.63	3072.85
355314.64	7514472.25	3069.56
355416.27	7514471.75	3060.28
355517.98	7514471.00	3055.98
355619.74	7514470.25	3055
355721.55	7514469.50	3056.55
355823.39	7514468.50	3059.99
355925.24	7514467.50	3063.11
356027.11	7514466.50	3065.77
356128.97	7514465.38	3068.2
356230.78	7514464.13	3070.27
356332.52	7514462.88	3071.66
354909.41	7514573.75	3083.57
355010.63	7514573.75	3079.96
355111.97	7514573.63	3078.25
355213.41	7514573.38	3077.75
355314.97	7514573.13	3072.86
355416.63	7514572.75	3065.19
355518.37	7514572.13	3062.9
355620.17	7514571.38	3062.88
355722.03	7514570.50	3064.19
355823.92	7514569.63	3066.36
355925.84	7514568.63	3067.16
356027.77	7514567.50	3066.59
356129.73	7514566.25	3066.43
356231.72	7514565.00	3067.59
